Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:05:12,0,4,4,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:05:20,3,1,12,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:05:42,0,0,33,33
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:05:49,0,18,20,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:05:56,0,0,10,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:06:20,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:06:26,0,19,7,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:07:24,0,19,7,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:07:32,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:18:50,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:18:58,0,19,0,19
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:19:06,7,24,0,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:20:38,0,19,2,21
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:20:47,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:20:53,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:21:01,0,19,2,21
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:12,0,40,0,40
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:16,0,5,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:24,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:31,0,22,0,22
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:36,0,2,0,2
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:22:42,0,23,0,23
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:24:13,0,40,0,40
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:24:28,0,18,9,27
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:24:41,0,19,7,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:28:47,0,22,7,29
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:32:29,0,19,7,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:32:41,7,0,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:32:49,0,5,9,14
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:32:56,3,1,12,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:33:14,0,0,28,28
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:34:19,0,0,28,28
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:34:26,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:34:34,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 15:34:40,0,19,7,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:01:42,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:02:06,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:02:15,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:02:38,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:02:45,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:03:00,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:04:19,0,1,0,1
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:04:28,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:04:48,0,19,0,19
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:04:58,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:05:20,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:05:25,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:05:52,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:05:58,0,3,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:03,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:11,0,19,0,19
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:17,0,19,0,19
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:31,0,21,13,34
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:39,0,5,3,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:06:45,0,5,3,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:07:00,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:07:20,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:07:26,0,0,6,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:07:32,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:08:19,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:08:37,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:08:44,0,0,6,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:08:51,0,0,3,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:08:57,0,4,1,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:02,0,3,2,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:26,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:33,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:39,0,0,6,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:44,0,0,6,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:48,0,0,5,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:54,0,0,7,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:09:59,0,4,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:10:44,0,0,5,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:10:49,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:02,0,0,23,23
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:08,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:33,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:40,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:46,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:11:55,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:12:01,0,0,4,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:12:05,0,0,5,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:12:13,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:13:05,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:13:16,0,4,7,11
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:13:24,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:19:44,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:20:12,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:20:19,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:20:37,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:21:34,4,1,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:21:41,1,5,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:21:47,2,1,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:21:54,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:22:13,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:22:26,6,16,0,22
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:22:55,0,31,0,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:23:01,0,31,0,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:23:11,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:23:17,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:23:46,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:24:07,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:24:15,3,1,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:24:21,4,0,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:31:09,5,0,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:31:18,5,0,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:39:08,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:39:16,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:39:20,0,3,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:39:28,0,30,0,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:47:52,0,4,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:48:00,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:48:07,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:48:44,0,3,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:48:59,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:49:46,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:51:28,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:51:37,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:55:52,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:55:59,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:56:07,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:56:15,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:56:23,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:02,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:12,0,30,0,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:17,0,4,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:22,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:29,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:35,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:57:45,0,15,0,15
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 16:58:00,0,5,1,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:01:32,0,0,4,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:07:32,0,0,5,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:07:59,0,2,0,2
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:08:06,0,30,0,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:09:06,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:15:13,0,22,9,31
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:15:21,0,9,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:15:31,8,0,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:20:09,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:20:17,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:24:30,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:24:42,8,0,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:24:47,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:24:56,3,18,17,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:25:03,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:25:24,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:25:37,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:25:44,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:35:16,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:35:27,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:37:37,0,4,1,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:37:49,0,4,1,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:37:54,0,5,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:43:09,6,6,0,12
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:43:19,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:43:29,0,18,0,18
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:43:37,3,18,17,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:43:47,3,18,17,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:46:08,0,12,14,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:46:19,5,0,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:46:27,3,3,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:46:34,3,2,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:46:45,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:47:24,8,0,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:47:34,6,5,41,52
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:48:00,0,60,0,60
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:55:41,52,0,0,52
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:55:50,17,0,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:55:57,6,19,8,33
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:08,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:13,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:20,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:26,42,30,1,73
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:33,56,0,0,56
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:56:56,26,0,0,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:57:31,1,0,27,28
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:58:56,0,0,26,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:06,0,0,26,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:14,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:20,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:25,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:32,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:43,8,9,13,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:49,0,9,7,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 17:59:56,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:18,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:24,1,2,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:29,1,0,0,1
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:35,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:43,5,0,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:00:50,11,14,1,26
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:03,3,18,17,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:14,3,18,17,38
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:32,8,9,13,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:41,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:46,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:01:52,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:02:04,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:02:30,0,78,0,78
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:02:39,0,49,0,49
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-12 18:02:46,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:47:42,0,15,0,15
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:47:50,0,17,0,17
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:47:56,0,10,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:48:03,0,30,0,30
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:48:14,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:48:21,0,78,0,78
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:49:12,1,24,41,66
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:49:26,0,8,24,32
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:49:43,2,11,12,25
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:50:05,9,0,0,9
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:50:26,10,0,0,10
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:51:05,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:51:11,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:51:35,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:55:31,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:55:52,0,3,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:55:59,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:56:52,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 08:57:00,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:04:19,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:05:14,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:08:41,0,7,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:08:46,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:09:11,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:09:20,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:09:31,0,5,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:09:48,0,8,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:23:13,4,3,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:23:19,8,0,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:27:13,4,3,0,7
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:27:19,6,0,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:13,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:20,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:24,2,2,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:29,0,0,0,0
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:36,2,1,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 09:57:43,0,13,0,13
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:00:43,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:00:51,0,1,0,1
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:00:59,0,16,0,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:01:42,0,6,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:08:44,2,1,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:08:51,0,5,0,5
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:08:58,3,0,0,3
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:09:11,5,1,0,6
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:09:17,4,0,0,4
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:09:25,12,2,2,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:13:18,12,2,2,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:13:26,2,6,0,8
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:13:33,12,2,2,16
Timestamp,S.aureus,S.cerevisiae,E.coli,Total
2025-02-13 10:13:42,24,1,0,25
